form	sentence_1	sentence_2	label
erkendelse	Når videnskab er bedst, producerer den resultater, der mere eller mindre hiver tæppet væk under den hidtidige erkendelse	Grænserne for erkendelse er identisk med grænserne for videnskab	0
erklære	Begge stater erklærede at de ikke havde territoriale krav overfor hinanden	Det er en epoke i dansk folkestyres historie, der er forbi nu, erklærede han med patos	1
erobre	Han erobrer verdens højeste bjerge på den hårde måde: Uden at bruge iltflasker og uden at bruge bærere	Jens Jørn Bertelsen erobrede bolden lige uden for straffesparkfeltet	0
erobring	Gotland var den eneste erobring, der blev en del af Danmark	den får ikke for lidt med skiftende damer. Hans seneste erobring er 17-årige Hila Gold fra Israel	0
erstatning	forbrug tjener som erstatning for et meningsfuldt liv	der skal bygges en ny motorvejsbro til erstatning for den gamle	0
etablissement	Den gamle garde af journalister følte .. at Clinton, som kommer fra Arkansas, ikke hørte hjemme blandt etablissementet i Washington	Der er .. store planer for etablissementet, hvor der foreløbig vil blive budt på dansevenlig musik hver fredag og lørdag aften	0
etage	Undervejs ned igennem færgens etager, stødte de på en flok skolebørn	hans kontor ligger en etage under jorden -- næsten som et beskyttelsesrum	1
etage	Jeg boede på 42. etage i hotellet og havde en formidabel udsigt	Vi kommer ind i den store hal på museet og går i klynger op på første etage	1
etage	holocæn er yngste etage i kvartær. Begyndte for 8300 år siden og varer stadig	forsikringspræmien er udregnet efter bebygget areal og antal etager. Kælderen medregnes naturligvis kun som en etage, hvis den er beboet	0
etymologi	Jeg kan lide sprog, fransk og latinsk etymologi, og jeg kan lide at finde ud af hvad der står bag ordene	Navnets : Alsace etymologi er usikker, men det er muligvis sammensat af oldgermansk ali (fremmed) og sass (sted	0
etårig	Et sted under et uroligt neonrør lå et etårigt barn og sov på en dyne	Faget : miljøfag er et mellemniveaufag, der kan vælges i 2.- eller 3.g. Det er etårigt og har 4 skematimer om ugen	0
eukalyptus	I Nordaustralien findes tropisk savanne og savanneskov med eukalyptus og akacier	der var ikke længere mynte i halspastillerne, kun en lille smule eukalyptus	0
eunuk	hun benægter, at hun betragter amerikanere som intellektuelle eunukker i forhold til briterne	Der er også haremmet, hvor alle sultanens hustruer og konkubiner holdt til sammen med sorte eunukker, der havde fået testiklerne skåret af	0
europæer	Adenauer-regeringen var blandt de ivrigste europæere i 50ernes Vesteuropa og støttede varmt ethvert europæisk initiativ	Det kan godt være .. at englænderne ikke opfatter sig som europæere, men det gør vi andre	0
eventyr	Jeg er flasket op med historier og alverdens eventyr om nisser og trolde	Han har vist aldrig været kaptajn, men sejlet på de syv verdenshave har han i hvert fald. Nu går han på landevejene, men han fortæller gerne om alle sine eventyr	0
eventyrspil	Vaulundur Saga udkom samtidig med det østerlandske eventyrspil Aladdin	Hero Quest, et rolle- eller eventyrspil .. hvor det gælder om at besejre underverdenens fæle beboere	0
evighed	Tjenerne lod os vente i evigheder	Hans bygninger giver beskueren en følelse af evighed	0
evighedsmaskine	medmindre nogen griber ind, så vil den kommunale trædemølle blive til en mekanisk bevidstløs evighedsmaskine	Der findes stadigvæk folk, som drømmer om at bygge en evighedsmaskine, men det er til dato blevet ved drømmen	0
evne	Ingen egenskab er så afgørende som bilens evne til at undvige	Hun evnede at gøre vore mange hjem smukke, hvor spartanske de end kunne være	0
fabrik	På mange fabrikker strejkede de, fordi de ville have mere i løn	Det har taget to år at bygge fabrikken	0
fabrikat	Vort koncept er at sælge jeans i alle prislag, i mange forskellige fabrikater og i alle faconer	Hjemme hos os fik vi TV midt i 60erne, og den første model var meget passende et dansk apparat af fabrikatet Jensen	0
fabrikere	Bryghuset fabrikerer 14 forskellige sodavand	Joan blev puttet, da kl. var 20.45, og så skulle der fabrikeres madpakker til torsdag	1
facon	efter at Fousing IF var gået fra at lade den normale organisator, Sten Friland optræde i rollen som midterstregspiller, kom der mere facon over udfoldelserne	Dragten i pink er i en ny facon, der er meget flot på en slank krop	0
fadder	Der skal være mindst 2 og højst 5 faddere	Diogenes .. må regnes for en art fadder til den subjektive fornuft	0
fadøl	De to unge soldater .. sidder på cafeen og nyder en svalende fadøl	den venlige og slagfærdige tjener .. placerede et skummende glas fadøl på bordet -- et køligt syn på en varm dag	0
fagblad	Der er en masse forskellige fagblade om elektronik	Dansk Metalarbejderforbund vil kræve større tryghed i ansættelsen, skriver fagbladet Metal i en leder i dag	0
fagbog	Temaet Indianernes land byder på gode muligheder for at supplere Grundbogens skønlitterære tekster med relevante fagbøger	Syfilis -- hvor bliver man undersøgt? Alle har ret til gratis og diskret behandling. Gå til din læge -- se i fagbogen under klinikker	0
faglærer	Karakteren gives af faglæreren og en udefrakommende censor	varig ansættelse af ingeniører, håndværkere og kunstnere som faglærere i folkeskolen på bekostning af seminarieuddannede lærere	0
fagråd	Forenede Studenterråd er et samarbejde mellem ca. 30 fagråd, som studerende opretter på hvert enkelt fag	I fagrådet stemte de 6 lærere for, 2 studenter undlod og en var imod	0
faktor	En regneregel alle kan huske er den med, at faktorernes orden er ligegyldig	Der er mange gode grunde .. til at fastholde, at vi ikke blot er marionetter styret af faktorer i vor arv og vort miljø	0
fald	elven snor sig ned gennem skoven i prægtige sving med dybe høller og brusende fald	Langsomt gik Potter frem til det bratte fald ned til den næste dal og lod blikket glide horisonten rundt	0
fald	Trods et fald på 18 meter fra tag-vinduet på femte sal, overlevede den 28-årige vinduespudser	apartheid-styret i Sydafrika må bringes til fald	0
falde	De faldt grinende hinanden om halsen	ikke så snart er de kommet på talefod, før de falder i hinandens arme	1
falde 'bort/'væk	Hvis vi begge falder bort, har vi så tvangsarvinger, eller kan vi selv bestemme, hvem der skal arve os, hvis vi laver testamente?	Unge bistandsklienter trues med, at hjælpen falder bort, hvis de ikke tager imod tilbud om arbejde	0
falde 'hen	Selv om Mogens Petersen nu bliver pensionist, er der ingen fare for, han falder hen	Den unge sad og faldt hen i tanker. Han tænkte på sit liv	0
fallitbo	kreditorer i et fallitbo vil i nogle tilfælde ikke anmelde en forbrydelse, fordi de kan risikere at skulle betale for en omfattende revisionsbistand	den borgerlige regering gør nu lige præcis, som man gjorde i det fallitbo, som Socialdemokratiet efterlod sig	0
falsk	Det var ved sagens afslutning uklart, om der rejses tiltale for falsk anmeldelse og falsk forklaring mod hovedvidnet	Det er en falsk forestilling at tro, at vi nogen sinde kan få genskabt den fulde beskæftigelse	0
familie	forrest i bogen var en lang liste, hvor fuglene var ordnet efter familier	I det gamle russiske bondesamfund var livet underlagt kollektivet og ikke den enkelte. Man opfatter sig selv som medlem af en stor familie	0
fane	næsten alle revolutioner igennem tiderne har brugt den røde farve på deres faner	forrige lørdag bar han den danske fane ind på det olympiske stadion i Calgary i Canada	0
fange	ANC hævder, at der fortsat sidder flere tusinde politiske fanger indespærret i sydafrikanske fængsler	Vi er alle fanger af fordomme mod hinanden. Vi er fanger af systemer, borgerkrig, ressourceræs, gældskrise osv.	0
fange	Hun .. prøvede at fange hans øjne, det morede hende, at han så væk	De fire årstider er en poetisk sceneleg om at fange det sværeste i livet: Den varige kærlighed og lykke	0
fange	de to unge berusede biltyve blev fanget ti minutter efter ulykken	i sidste uge fangede han en havørred på over seks kilo	0
fanklub	både Lilo og Nino er medlemmer af den lokale afdeling af Juventus fanklub og går med klubbens farver hver søndag	Per har en fanklub i klassen: det eneste medlem er Mette	0
fantasipris	Forårssmart til rene fantasipriser Få løbende vore nye tilbud tilsendt GRATIS	kun en lille procentdel af danske joggere har behov for de strømliniede supersko til fantasipriser	0
fantasteri	enhver bliver regnet for fantast, inden hans drømme går i opfyldelse. Al succes begynder som fantasteri	chikanen var udslag af et sygt menneskes fantasterier	0
fantom	Det kommunistiske spøgelse gik .. gennem Europa, og kun fantasier og fantomer kunne fordrive ondet	det cyklende fantom Hans-Henrik Ørsted tilbageerobrede sit VM i forfølgelsesløb	0
far	Hun var yndig, den lille Sandra. Enhver far ville være stolt over at have en sådan datter	han blev ved med at spørge om, hvordan Nicki kunne blive far til hundehvalpe	0
fare	landmanden .. har været oppe hele natten, fordi hans so ikke vil fare	Thorkild Simonsen skal fare med varsomhed. Han skal tænke sig grundigt om	0
farlig	kræft i æggestokkene er den farligste af kvindens underlivssygdomme	han skulle være en farlig angriber med mål i -- noget KIF lige kan bruge	1
farsot	sporten er i dag en vidløs farsot, med milliarder af penge	Bortset fra den spanske syge er koleraen den sidste store farsot, der har hærget Danmark	0
fartøj	ved hjælp af en robåd sættes flygtningene om bord i et større fartøj	det hævdes til tider, at Pearse d. 31.3.1903 fik sit motordrevne fartøj i luften, altså 9 måneder før brødrene Wrights første flyvning	0
farve	Malingen var slidt af så alle de forskellige farver døren havde haft kom til syne	Det er en meget moderne fotokopi-maskine, som laver flotte fotokopier i farver	0
farve	Hun havde givet hans grå dage farve og pustet liv i følelser, som han troede, var døde	det er svært at finde et neutralt sprog i Danmark. Det er altid farvet af en eller anden dialekt	0
farve	Jeg står, hvor jeg hele tiden har stået. Alle ved, hvor de har mig, bl.a. fordi jeg ikke skifter farve eller flytter mig efter midten	Norges farver forsvares af landets to oftest sejrende kuske gennem tiderne, Gunnar Eggen og Asbjørn Mehla	0
farve	vores pølser er fedtfattige og uden farve og tilsætning	Du bliver en yndig brud, sagde Anders anerkendende .. Kirsten fik lidt ekstra farve i kinderne. Det klædte hende	0
farve	Man ser nu mere frisk ud, når man har farve i hovedet. Og det er også herligt, når vennerne siger: Hvor er du blevet brun	Svits flæsket i en gryde, til det får let farve	0
farvebånd	Isaksen løftede dækslet på den elektroniske skrivemaskine og stirrede begejstret på kassetten med farvebåndet	bredt rundede, sorte både med hvide master og stærkt lysende farvebånd om bugene	0
farvefilm	De fleste farvefilm -- både til lysbilleder og papirbilleder -- kan fås i forskellige hastigheder	Egtvedpigens begravelse er en af de flotteste scener i Preben Franks farvefilm Danmarks Oldtid fra 1943	0
farveglad	Bordet er festligt dækket med farveglade mexicanske tallerkener og mundblæste glas med blå kant	Lotte er meget farveglad, og må ofte høre folks kommentarer om, hvor farverigt hun klær sig	0
farvel	sterilisation er et farvel til muligheden for senere selv at få børn	Hun hilste farvel og god jul til sine elever og gik hjem til lejligheden	0
fascisme	Skuffelsen efter 1. verdenskrig og den økon. krise gav fascismen, ledet af B. Mussolini, stærk fremgang	Det er respektable mennesker i det svenske samfund, der tøvende er begyndt at bruge ord som totalitær, despoti, fascisme og undertrykkelse	0
fast	i det inderste af Jorden, er der .. jern og nikkel i fast form, men uden om er der et lag af flydende jern og nikkel	Jeg har ikke haft en fast pige i over et år	0
faste	Nu bliver det faste om kort tid	De katolske lande håndhævede strengt fasten, hvor man ikke måtte spise kød men gerne fisk	0
fastholde	Skabene fastholdes med skruetvinger og iskrues oppefra	Han vil forsøge at fastholde dem på deres ansvar	0
fastland	Der kommer mange turister til de græske øer, men ikke til fastlandet	i Trias : for ca. 200 mill. år siden var alle fastlandene samlet i et superkontinent	0
fastslå	Mægleren har ikke passet sit arbejde og har ikke krav på salær, fastslår en byretsdom	han er ligeglad med sine børn, fastslår hun	0
fattig	Katrine vil ikke fortælle om sin fattige herkomst og lader sin berømte fantasi spille. Hun siger, hun er datter af en greve	Det lyder ikke af særlig meget, men for en fattig bondefamilie i Ægypten er 2800 kroner en formue	0
favn	på den opgivne position var der ingen ø, men tværtimod 2699 favne vand	Med en buket røde, langstilkede roser i favnen og med bankende hjerte ringede han på Marie-Louises dør	0
fax	Fem minutter efter kom der en fax på to sider, hvor de yderligere skitserede, hvorfor de ikke ville samarbejde med mig	Tirsdag tikkede svaret så ind på hans fax: København får Europa-premieren på Scorpions. Vi spiller 26. september kl. 20	0
fed	Hvis vi placerer en fed loppe på et målebånd, vil den vise sig at være ca. 1,5 mm lang	Ved særlig vigtige kampe fik de ofte stillet en fed bonus i udsigt, hvis de vandt kampen	0
fed	Overgenialt. Mit livs fedeste oplevelse. Det føles ligesom 75 orgasmer på en gang, siger en begejstret Lotte Heise	De havde .. fred til at fyre en fed, de havde måneder og år, hvor de bare slaskede rundt og røg sig vind og skæve af hash	0
